Sample	Run	Lane	Remote
SAMEA104142385	4162	1	ERR2017484
SAMEA104142386	4163	1	ERR2017485
SAMEA104142387	4164	1	ERR2017486
SAMEA104142388	4165	1	ERR2017487
SAMEA104142390	4166	1	ERR2017489
SAMEA104142391	4167	1	ERR2017490
SAMEA104142395	4168	1	ERR2017499
SAMEA104142397	4169	1	ERR2017503
SAMEA104142398	4170	1	ERR2017504
SAMEA104142400	4171	1	ERR2017506
SAMEA104142401	4172	1	ERR2017507
SAMEA104142402	4173	1	ERR2017508
SAMEA104142404	4174	1	ERR2017510
SAMEA104142405	4175	1	ERR2017512
SAMEA104142406	4176	1	ERR2017513
SAMEA104142407	4177	1	ERR2017514
SAMEA104142408	4178	1	ERR2017515
SAMEA104142409	4179	1	ERR2017517
SAMEA104142410	4180	1	ERR2017753
SAMEA104142411	4181	1	ERR2017751
SAMEA104142412	4182	1	ERR2017754
SAMEA104142413	4183	1	ERR2017755
SAMEA104142414	4184	1	ERR2017756
SAMEA104142415	4185	1	ERR2017757
SAMEA104142417	4186	1	ERR2017752
SAMEA104142418	4187	1	ERR2017759
SAMEA104142419	4188	1	ERR2017760
SAMEA104142420	4189	1	ERR2017761
SAMEA104142421	4190	1	ERR2017762
SAMEA104142422	4191	1	ERR2017763
SAMEA104142423	4192	1	ERR2017764
SAMEA104142424	4193	1	ERR2017767
SAMEA104142425	4194	1	ERR2017768
SAMEA104142426	4195	1	ERR2017769
SAMEA104142427	4196	1	ERR2017770
SAMEA104142428	4197	1	ERR2017771
SAMEA104142429	4198	1	ERR2017773
SAMEA104142430	4199	1	ERR2017774
SAMEA104142431	4200	1	ERR2017775
SAMEA104142432	4201	1	ERR2017776
SAMEA104142433	4202	1	ERR2017777
SAMEA104142434	4203	1	ERR2017778
SAMEA104142435	4204	1	ERR2017779
SAMEA104142436	4205	1	ERR2017780
SAMEA104142437	4206	1	ERR2017781
SAMEA104142438	4207	1	ERR2017782
SAMEA104142439	4208	1	ERR2017783
SAMEA104142440	4209	1	ERR2017784
SAMEA104142441	4210	1	ERR2017785
SAMEA104142442	4211	1	ERR2017786
SAMEA104142444	4212	1	ERR2017788
SAMEA104142445	4213	1	ERR2017789
SAMEA104142446	4214	1	ERR2017790
SAMEA104142447	4215	1	ERR2017795
SAMEA104142448	4216	1	ERR2017516
SAMEA104142451	4217	1	ERR2017494
SAMEA104142452	4218	1	ERR2017495
SAMEA104142455	4219	1	ERR2017791
SAMEA104142456	4220	1	ERR2017793
SAMEA104142457	4221	1	ERR2017794
SAMEA104142458	4222	1	ERR2017796
SAMEA104142459	4223	1	ERR2017798
SAMEA104142460	4224	1	ERR2017800
SAMEA104142461	4225	1	ERR2017797
SAMEA104142462	4226	1	ERR2017799
SAMEA104142463	4227	1	ERR2017801
SAMEA104142464	4228	1	ERR2017802
SAMEA104142465	4229	1	ERR2017803
SAMEA104142466	4230	1	ERR2017804
SAMEA104142467	4231	1	ERR2017805
SAMEA104142468	4232	1	ERR2017806
SAMEA104142469	4233	1	ERR2017807
SAMEA104142470	4234	1	ERR2017808
SAMEA104142471	4235	1	ERR2017809
SAMEA104142472	4236	1	ERR2017476
SAMEA104142473	4237	1	ERR2017772
SAMEA104142474	4238	1	ERR2017792
SAMEA104142475	4239	1	ERR2017765
SAMEA104142476	4240	1	ERR2017766
